concept:city:saigon	concept:citycapitalofcountry	concept:country:west_indies
concept:book:amsterdam	concept:atdate	concept:agriculturalproduct:flax
concept:country:darfur	concept:countrylocatedingeopoliticallocation	concept:country:countries
concept:city:team	concept:organizationhiredperson	concept:writer:brown
concept:country:u_s_	concept:countryalsoknownas	concept:country:yemen
concept:country:greece	concept:atdate	concept:year:n1995
concept:governmentorganization:government	concept:agentcontrols	concept:race:taxes
concept:nongovorganization:council	concept:atdate	concept:year:n1995
concept:city:marietta	concept:atlocation	concept:stateorprovince:ohio
concept:personmexico:locales	concept:proxyfor	concept:book:new
concept:fish:turtle	concept:agentcollaborateswithagent	concept:coach:sarah_palin
concept:beverage:new	concept:atlocation	concept:organization:host
concept:country:israel	concept:countrylocatedingeopoliticallocation	concept:geopoliticallocation:destinations
concept:geopoliticallocation:hamilton	concept:atlocation	concept:city:texas
concept:person:iran	concept:personleadsgeopoliticalorganization	concept:nongovorganization:council
concept:city:merced	concept:locationlocatedwithinlocation	concept:disease:crohn
concept:landscapefeatures:states	concept:locationlocatedwithinlocation	concept:country:soviet_union
concept:person:republican	concept:personhasresidenceingeopoliticallocation	concept:stateorprovince:north_dakota
concept:governmentorganization:department	concept:atdate	concept:agriculturalproduct:flax
concept:personmexico:ryan_whitney	concept:personleadsorganization	concept:professionalorganization:cia
concept:island:iceland	concept:organizationterminatedperson	concept:male:malcolm_walker
concept:island:iceland	concept:atdate	concept:agriculturalproduct:flax
concept:city:cairo	concept:cityliesonriver	concept:attraction:grand
concept:musicartist:journal	concept:agentactsinlocation	concept:geopoliticallocation:the_new_york
concept:coach:new	concept:mutualproxyfor	concept:company:focus
concept:beverage:new	concept:atlocation	concept:blog:goal
concept:airport:north_america	concept:atdate	concept:dateliteral:n2008
concept:musicalbum:two_years	concept:proxyfor	concept:weatherphenomenon:new
concept:visualizablething:malt	concept:atdate	concept:year:n1978
concept:governmentorganization:governments	concept:agentcontrols	concept:transportation:money
concept:lake:new	concept:atlocation	concept:county:york_county
concept:lake:new	concept:locationlocatedwithinlocation	concept:transportation:control
concept:stateorprovince:iowa	concept:statelocatedingeopoliticallocation	concept:disease:hemophilia
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:country:former_soviet_union
concept:country:senegal	concept:atdate	concept:food:pate
concept:company:post	concept:agentactsinlocation	concept:stateorprovince:british_columbia
concept:website:price	concept:atdate	concept:dateliteral:n2008
concept:city:burlingame	concept:atlocation	concept:disease:crohn
concept:country:bermuda	concept:countrylocatedingeopoliticallocation	concept:country:countries
concept:politicsissue:programs	concept:atdate	concept:food:pate
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:country:dominican_republic
concept:beverage:new	concept:atlocation	concept:website:issue
concept:river:olentangy	concept:stateorprovinceisborderedbystateorprovince	concept:stateorprovince:amazonas
concept:person:republican	concept:personhasresidenceingeopoliticallocation	concept:stateorprovince:nevada
concept:country:britain	concept:countrylocatedingeopoliticallocation	concept:river:olentangy
concept:musicalbum:three_years	concept:mutualproxyfor	concept:book:new
concept:comedian:day	concept:atdate	concept:year:n1998
concept:country:__america	concept:countryalsoknownas	concept:country:australasia
concept:country:macedonia	concept:countryalsoknownas	concept:country:former_soviet_union
concept:city:cape_girardeau	concept:proxyfor	concept:stateorprovince:missouri
concept:stateorprovince:international	concept:agentactsinlocation	concept:city:london_city
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:stateorprovince:south_australia
concept:country:republic	concept:countryalsoknownas	concept:country:estonia
concept:kitchenitem:chance	concept:mutualproxyfor	concept:book:new
concept:university:serbia_and_montenegro	concept:synonymfor	concept:politicalparty:republic
concept:city:sarasota	concept:proxyfor	concept:city:florida
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:geopoliticallocation:navy
concept:newspaper:the_wall_street	concept:companyeconomicsector	concept:academicfield:media
concept:lake:new	concept:locationlocatedwithinlocation	concept:geopoliticallocation:partners
concept:city:boston	concept:atlocation	concept:lake:new
concept:landscapefeatures:states	concept:locationlocatedwithinlocation	concept:park:north_eastern
concept:city:ca	concept:atdate	concept:dateliteral:n2005
concept:lake:new	concept:locationlocatedwithinlocation	concept:island:head
concept:monument:philadelphia_area	concept:proxyfor	concept:book:new
concept:city:springfield	concept:subpartof	concept:stateorprovince:virginia
concept:country:drc	concept:countryalsoknownas	concept:country:republic
concept:person:iran	concept:atdate	concept:agriculturalproduct:flax
concept:country:arabia_saudita	concept:countrylocatedingeopoliticallocation	concept:geopoliticallocation:destinations
concept:room:back	concept:mutualproxyfor	concept:book:new
concept:musicalbum:centers	concept:proxyfor	concept:weatherphenomenon:new
concept:country:ethiopia	concept:countrylocatedingeopoliticallocation	concept:river:olentangy
concept:governmentorganization:services	concept:locationlocatedwithinlocation	concept:city:texas
concept:city:home	concept:atdate	concept:month:january
concept:politician:obama	concept:politicianrepresentslocation	concept:lake:new
concept:city:seoul	concept:proxyfor	concept:country:korea
concept:city:laurel	concept:atlocation	concept:stateorprovince:maryland
concept:city:army	concept:atdate	concept:year:n1997
concept:politicsblog:originator	concept:proxyfor	concept:book:new
concept:country:haiti	concept:atdate	concept:dateliteral:n2005
concept:country:bosnia_herzegovina	concept:countryalsoknownas	concept:country:republic
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:city:taipei
concept:governmentorganization:governments	concept:atdate	concept:year:n1997
concept:governmentorganization:government	concept:atdate	concept:dateliteral:n2008
concept:country:madagascar	concept:countrylocatedingeopoliticallocation	concept:country:countries
concept:city:winston_salem	concept:proxyfor	concept:sportsteam:wichita_state_university
concept:country:czech_republic	concept:atdate	concept:dateliteral:n2006
concept:country:china	concept:countryalsoknownas	concept:country:republic
concept:website:bureau	concept:proxyfor	concept:book:new
concept:landscapefeatures:states	concept:locationlocatedwithinlocation	concept:geopoliticallocation:midwestern
concept:personmexico:ryan_whitney	concept:worksfor	concept:nongovorganization:committee
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:city:southeast
concept:person:thomas_m__menino	concept:atlocation	concept:city:boston
concept:hospital:star	concept:atlocation	concept:stateorprovince:new_york
concept:lake:new	concept:locationlocatedwithinlocation	concept:stateorprovince:crime
concept:country:australia	concept:countrylocatedingeopoliticallocation	concept:country:countries
concept:city:calgary	concept:atdate	concept:dateliteral:n2002
concept:lake:new	concept:locationlocatedwithinlocation	concept:landscapefeatures:islands
concept:country:peru	concept:countrylocatedingeopoliticallocation	concept:geopoliticallocation:destinations
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:county:families
concept:country:poland	concept:countrylocatedingeopoliticallocation	concept:river:olentangy
concept:shoppingmall:rialto	concept:locationlocatedwithinlocation	concept:disease:crohn
concept:city:manila	concept:proxyfor	concept:fruit:soyabean
concept:city:winchester	concept:atlocation	concept:stateorprovince:kentucky
concept:geopoliticallocation:form	concept:atdate	concept:dateliteral:n2006
concept:county:las_vegas	concept:atdate	concept:skiarea:tennessee
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:country:armenia
concept:country:poland	concept:countrylocatedingeopoliticallocation	concept:geopoliticallocation:destinations
concept:lake:new	concept:locationlocatedwithinlocation	concept:county:manchester
concept:city:team	concept:atdate	concept:year:n1975
concept:city:cairo	concept:atdate	concept:agriculturalproduct:flax
concept:country:mozambique	concept:atdate	concept:dateliteral:n2005
concept:lake:new	concept:locationlocatedwithinlocation	concept:building:center001
concept:book:leader	concept:atdate	concept:food:pate
concept:lake:new	concept:locationlocatedwithinlocation	concept:retailstore:samples
concept:lake:new	concept:locationlocatedwithinlocation	concept:stateorprovince:british_columbia
concept:country:yemen	concept:atdate	concept:dateliteral:n2006
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:country:trinidad_and_tobago
concept:country:republic_of_paraguay	concept:countrylocatedingeopoliticallocation	concept:country:countries
concept:lake:new	concept:locationlocatedwithinlocation	concept:landscapefeatures:living
concept:disease:crohn	concept:mutualproxyfor	concept:city:burlingame
concept:vehicle:services	concept:subpartof	concept:disease:hemophilia
concept:city:kansas	concept:subpartof	concept:country:usa
concept:lake:new	concept:locationlocatedwithinlocation	concept:country:party
concept:city:memphis	concept:locationlocatedwithinlocation	concept:stateorprovince:tennessee
concept:sportsgame:two_days	concept:atdate	concept:dateliteral:n2006
concept:city:san_jose	concept:locationlocatedwithinlocation	concept:disease:crohn
concept:stateorprovince:colorado	concept:mutualproxyfor	concept:city:durango
concept:governmentorganization:house	concept:istallerthan	concept:publication:people_
concept:city:decatur	concept:atlocation	concept:stateorprovince:georgia
concept:reptile:galleries	concept:mutualproxyfor	concept:book:new
concept:country:luxembourg	concept:countrylocatedingeopoliticallocation	concept:building:cities
concept:city:ann_arbor	concept:atlocation	concept:stateorprovince:michigan
concept:beverage:new	concept:atlocation	concept:transportation:action
concept:biotechcompany:china	concept:atdate	concept:year:n1998
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:city:communities
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:city:prague
concept:book:new	concept:mutualproxyfor	concept:room:back
concept:city:copenhagen	concept:citylocatedincountry	concept:country:denmark
concept:beverage:new	concept:atlocation	concept:room:space
concept:country:australia	concept:countrylocatedingeopoliticallocation	concept:politicalparty:other_countries
concept:country:south_sudan	concept:countryalsoknownas	concept:country:democratic_republic_of_congo
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:geopoliticallocation:russian
concept:country:malaysia	concept:countrylocatedingeopoliticallocation	concept:continent:asia
concept:country:morocco	concept:atdate	concept:food:pate
concept:city:pullman	concept:citylocatedinstate	concept:visualizablescene:washington
concept:year:n1991	concept:mutualproxyfor	concept:book:new
concept:country:england	concept:atdate	concept:dateliteral:n1912
concept:city:hampshire	concept:citylocatedincountry	concept:country:u_s_
concept:city:texas	concept:mutualproxyfor	concept:geopoliticallocation:longview
concept:governmentorganization:agency	concept:organizationheadquarteredincountry	concept:country:u_s_
concept:lake:new	concept:locationlocatedwithinlocation	concept:hotel:job
concept:country:malawi	concept:countryalsoknownas	concept:country:republic
concept:building:bc_place	concept:attractionofcity	concept:city:vancouver
concept:researchproject:engineering	concept:proxyfor	concept:book:new
concept:stateorprovince:decision	concept:organizationhiredperson	concept:personmexico:ryan_whitney
concept:county:savannah	concept:atlocation	concept:stateorprovince:georgia
concept:landscapefeatures:states	concept:locationlocatedwithinlocation	concept:county:atlanta
concept:county:las_vegas	concept:proxyfor	concept:radiostation:nevada
concept:book:new	concept:proxyfor	concept:sportsgame:more_days
concept:city:club	concept:atdate	concept:agriculturalproduct:flax
concept:country:germany	concept:atdate	concept:year:n1970
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:country:albania
concept:country:canada_canada	concept:atdate	concept:dateliteral:n2005
concept:country:somalia	concept:atdate	concept:food:pate
concept:lake:new	concept:locationlocatedwithinlocation	concept:attraction:statue_of_liberty001
concept:nongovorganization:council	concept:atdate	concept:year:n1991
concept:date:n1976	concept:proxyfor	concept:lake:new
concept:personnorthamerica:kenneth_d__lewis	concept:worksfor	concept:country:__america
concept:city:federal_way	concept:locationlocatedwithinlocation	concept:city:washington_d_c
concept:country:liberia	concept:atdate	concept:dateliteral:n2008
concept:country:ukraine	concept:atdate	concept:dateliteral:n2006
concept:lake:new	concept:locationlocatedwithinlocation	concept:geopoliticalorganization:awards
concept:city:new_delhi	concept:atdate	concept:year:n1997
concept:nonneginteger:one	concept:atdate	concept:dateliteral:n2008
concept:country:fiji	concept:atdate	concept:agriculturalproduct:flax
concept:stateorprovince:south_carolina	concept:mutualproxyfor	concept:city:sumter
concept:wallitem:beginning	concept:atdate	concept:year:n1995
concept:river:olentangy	concept:stateorprovinceisborderedbystateorprovince	concept:stateorprovince:malopolskie
concept:geometricshape:addition	concept:atdate	concept:skiarea:tennessee
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:city:example
concept:disease:kidney_stones	concept:subpartof	concept:country:usa
concept:landscapefeatures:states	concept:locationlocatedwithinlocation	concept:planet:regions
concept:beverage:new	concept:atlocation	concept:attraction:second_home
concept:beverage:new	concept:atlocation	concept:room:full
concept:lake:new	concept:locationlocatedwithinlocation	concept:city:circle
concept:city:baghdad	concept:atdate	concept:dateliteral:n2008
concept:city:london_city	concept:citylocatedingeopoliticallocation	concept:country:great_britain
concept:emotion:site	concept:atdate	concept:year:n1995
concept:city:georgetown	concept:organizationhiredperson	concept:coach:john_thompson
concept:county:chicago	concept:organizationhiredperson	concept:politicianus:richard_m__daley
concept:beverage:new	concept:atlocation	concept:website:reminder
concept:country:scandinavia	concept:countrylocatedingeopoliticallocation	concept:country:region
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:lake:mid_atlantic
concept:lake:new	concept:locationlocatedwithinlocation	concept:room:space
concept:beach:nova_scotia	concept:atdate	concept:year:n1997
concept:country:estonia	concept:atdate	concept:food:pate
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:county:seattle
concept:stateorprovince:ohio	concept:statelocatedincountry	concept:country:us
concept:year:n1986	concept:proxyfor	concept:disease:crohn
concept:beverage:new	concept:atlocation	concept:room:properties
concept:sociopolitical:justice	concept:atdate	concept:food:pate
concept:country:dominican_republic	concept:countrylocatedingeopoliticallocation	concept:river:olentangy
concept:tableitem:garland	concept:mutualproxyfor	concept:city:texas
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:geopoliticallocation:asia_pacific
concept:city:jackson	concept:cityliesonriver	concept:attraction:mississippi
concept:county:utah	concept:subpartof	concept:country:usa
concept:country:republic_of_kenya	concept:countrylocatedingeopoliticallocation	concept:continent:africa
concept:governmentorganization:representatives	concept:atdate	concept:date:n2001
concept:beverage:new	concept:atlocation	concept:landscapefeatures:sight
concept:website:april_2006	concept:mutualproxyfor	concept:lake:new
concept:lake:new	concept:locationlocatedwithinlocation	concept:island:new_york_city_metropolitan_area
concept:country:republic	concept:countryalsoknownas	concept:geopoliticallocation:ecuador
concept:visualizablething:residence	concept:mutualproxyfor	concept:weatherphenomenon:two
concept:city:titusville	concept:subpartof	concept:city:florida
concept:beverage:new	concept:atlocation	concept:hotel:job
concept:website:clients	concept:proxyfor	concept:book:new
concept:person:republican	concept:personhasresidenceingeopoliticallocation	concept:stateorprovince:connecticut
concept:visualizablescene:dehli	concept:proxyfor	concept:lake:new
concept:governmentorganization:department	concept:agentcreated	concept:scientificterm:further_information_contact
concept:comedian:day	concept:atdate	concept:dateliteral:n1923
concept:country:greece	concept:atdate	concept:dateliteral:n2008
concept:city:columbia	concept:cityalsoknownas	concept:city:puget_sound
concept:stateorprovince:west_virginia	concept:organizationhiredperson	concept:person:rodriguez
concept:city:geneva	concept:proxyfor	concept:country:switzerland
concept:wallitem:beginning	concept:atdate	concept:year:n1992
concept:country:malaysia	concept:countrylocatedingeopoliticallocation	concept:geopoliticallocation:destinations
concept:country:britain	concept:atdate	concept:year:n1997
concept:city:sources	concept:organizationhiredperson	concept:personmexico:ryan_whitney
concept:city:cairo	concept:proxyfor	concept:website:april_2006
concept:country:liberia	concept:atdate	concept:year:n1998
concept:country:taiwan	concept:countrylocatedingeopoliticallocation	concept:geopoliticallocation:destinations
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:city:orient
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:country:eu_member_states
concept:stateorprovince:alabama	concept:statelocatedincountry	concept:country:usa
concept:governmentorganization:department	concept:organizationacronymhasname	concept:governmentorganization:state_department
concept:visualizablething:malt	concept:agentparticipatedinevent	concept:election:assessment
concept:website:tour	concept:atdate	concept:food:pate
concept:city:members	concept:atdate	concept:dateliteral:n2006
concept:country:iran	concept:countrylocatedingeopoliticallocation	concept:country:middle
concept:country:russia	concept:atdate	concept:dateliteral:n2005
concept:city:decatur	concept:subpartof	concept:stateorprovince:georgia
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:geopoliticallocation:burma
concept:mountain:fox	concept:agentcontrols	concept:website:kswb
concept:stateorprovince:andhra	concept:statelocatedingeopoliticallocation	concept:stateorprovince:south_india
concept:city:service	concept:agentcontrols	concept:retailstore:aapl
concept:personmexico:ryan_whitney	concept:worksfor	concept:geopoliticallocation:iraq
concept:country:colombia	concept:atdate	concept:food:pate
concept:city:seoul	concept:citylocatedincountry	concept:country:republic
concept:personmexico:ryan_whitney	concept:worksfor	concept:governmentorganization:house
concept:person:john003	concept:worksfor	concept:stateorprovince:times
concept:country:panama	concept:countrylocatedingeopoliticallocation	concept:geopoliticallocation:central_america
concept:politicianus:richard_m__daley	concept:personhasresidenceingeopoliticallocation	concept:county:chicago
concept:country:republic	concept:countryalsoknownas	concept:country:jordan
concept:city:london_city	concept:proxyfor	concept:country:england
concept:governmentorganization:senators	concept:organizationheadquarteredinstateorprovince	concept:stateorprovince:new_york
concept:company:post	concept:agentcompeteswithagent	concept:university:search
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:country:kosovo
concept:country:monaco	concept:atdate	concept:dateliteral:n2006
concept:stateorprovince:new_york	concept:mutualproxyfor	concept:city:newburgh
concept:city:tampa_bay	concept:cityliesonriver	concept:river:hillsborough_river
concept:country:democratic_republic_of_congo	concept:countryalsoknownas	concept:country:malawi
concept:city:seaside	concept:subpartof	concept:disease:crohn
concept:governmentorganization:agency	concept:organizationacronymhasname	concept:governmentorganization:us_department
concept:country:republic_of_austria	concept:atdate	concept:food:pate
concept:sportsgame:championship	concept:atdate	concept:dateliteral:n2008
concept:city:population	concept:atdate	concept:agriculturalproduct:flax
concept:country:egypt	concept:atdate	concept:agriculturalproduct:flax
concept:country:west_indies	concept:countrylocatedingeopoliticallocation	concept:continent:asia
concept:male:history	concept:atdate	concept:dateliteral:n2006
concept:landscapefeatures:states	concept:locationlocatedwithinlocation	concept:stateorprovince:alabama
concept:city:uk	concept:atdate	concept:dateliteral:n2008
concept:stateorprovince:mazowieckie	concept:locationlocatedwithinlocation	concept:country:poland
concept:county:york_city	concept:subpartof	concept:stateorprovince:new_york
concept:country:usa	concept:atdate	concept:skiarea:tennessee
concept:lake:new	concept:locationlocatedwithinlocation	concept:website:owner
concept:stateorprovince:connecticut	concept:proxyfor	concept:lake:new
concept:city:home	concept:agentcollaborateswithagent	concept:disease:infectious_diseases
concept:country:republic_of_guatemala	concept:atdate	concept:food:pate
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:country:kabul
concept:country:ghana	concept:atdate	concept:food:pate
concept:beverage:new	concept:atlocation	concept:website:province
concept:governmentorganization:representatives	concept:atdate	concept:food:pate
concept:city:saigon	concept:cityalsoknownas	concept:city:ho_chi_minh_city
concept:stateorprovince:connecticut	concept:mutualproxyfor	concept:county:milford
concept:city:internet	concept:atdate	concept:skiarea:tennessee
concept:city:workshops	concept:atdate	concept:dateliteral:n2002
concept:sportsgame:championship	concept:atdate	concept:year:n1992
concept:geopoliticallocation:agencies	concept:organizationhiredperson	concept:personmexico:ryan_whitney
concept:city:hampton	concept:proxyfor	concept:stateorprovince:virginia
concept:city:members	concept:agentparticipatedinevent	concept:crimeorcharge:acts
concept:city:damascus	concept:citylocatedincountry	concept:country:syria
concept:country:brazil	concept:atdate	concept:dateliteral:n2005
concept:county:new_mexico	concept:organizationhiredperson	concept:coach:mike_locksley
concept:country:poland	concept:countrylocatedingeopoliticallocation	concept:country:eastern_european_countries
concept:lake:new	concept:locationlocatedwithinlocation	concept:city:parents
concept:stateorprovince:indiana	concept:organizationterminatedperson	concept:coach:kelvin_sampson
concept:country:el_salvador	concept:countrylocatedingeopoliticallocation	concept:river:olentangy
concept:lake:new	concept:locationlocatedwithinlocation	concept:farm:farms
concept:website:tour	concept:atdate	concept:date:n1972
concept:musicalbum:seasons	concept:mutualproxyfor	concept:book:new
concept:lake:new	concept:locationlocatedwithinlocation	concept:city:population
concept:person:republican	concept:personhasresidenceingeopoliticallocation	concept:stateorprovince:colorado
concept:sportsteam:philies	concept:organizationalsoknownas	concept:governmentorganization:departments
concept:governmentorganization:office	concept:agentcreated	concept:scientificterm:addition
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:city:istanbul
concept:city:fairchild_air_force_base	concept:atdate	concept:year:n1997
concept:country:south_africa	concept:countrylocatedingeopoliticallocation	concept:river:olentangy
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:geopoliticallocation:support
concept:geopoliticallocation:dalton	concept:proxyfor	concept:stateorprovince:georgia
concept:website:tour	concept:atdate	concept:date:n2001
concept:year:n1998	concept:proxyfor	concept:city:florida
concept:person:john003	concept:personmovedtostateorprovince	concept:stateorprovince:tennessee
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:country:year_china
concept:country:republic	concept:countryalsoknownas	concept:country:niger
concept:city:contract	concept:atdate	concept:skiarea:tennessee
concept:city:club	concept:atdate	concept:skiarea:tennessee
concept:musicalbum:today	concept:proxyfor	concept:weatherphenomenon:new
concept:governmentorganization:office	concept:organizationacronymhasname	concept:governmentorganization:u_s__department
concept:island:operations	concept:atdate	concept:dateliteral:n2008
concept:country:finland	concept:subpartof	concept:vehicle:countries
concept:city:parents	concept:atdate	concept:dateliteral:n2008
concept:stateorprovince:products	concept:atdate	concept:dateliteral:n2002
concept:stateorprovince:line	concept:organizationhiredperson	concept:personmexico:ryan_whitney
concept:person:john003	concept:personmovedtostateorprovince	concept:stateorprovince:arkansas
concept:city:uk	concept:atdate	concept:year:n1997
concept:lake:new	concept:locationlocatedwithinlocation	concept:geopoliticallocation:list
concept:country:__america	concept:organizationterminatedperson	concept:personasia:number
concept:book:new	concept:mutualproxyfor	concept:musicalbum:seasons
concept:coach:new	concept:subpartof	concept:island:territory
concept:visualizablething:malt	concept:atdate	concept:dateliteral:n1918
concept:city:vancouver	concept:atdate	concept:dateliteral:n2005
concept:lake:new	concept:locationlocatedwithinlocation	concept:country:wales
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:county:glasgow
concept:city:vienna	concept:atdate	concept:skiarea:tennessee
concept:country:new_zealand	concept:countrycurrency	concept:currency:dollars
concept:country:brazil	concept:atdate	concept:dateliteral:n2008
concept:city:winchester	concept:citylocatedincountry	concept:country:england
concept:biotechcompany:china	concept:companyeconomicsector	concept:sportsleague:national_basketball_association
concept:country:nigeria	concept:countrylocatedingeopoliticallocation	concept:country:western_africa
concept:country:france_france	concept:atlocation	concept:lake:new
concept:physiologicalcondition:fatigue	concept:cityliesonriver	concept:attraction:grand
concept:person:iran	concept:personleadsgeopoliticalorganization	concept:stateorprovince:un
concept:stateorprovince:alabama	concept:mutualproxyfor	concept:city:birmingham
concept:city:kirkland	concept:proxyfor	concept:city:washington_d_c
concept:county:baltimore	concept:atdate	concept:year:n1861
concept:city:experts	concept:atdate	concept:food:pate
concept:book:friends	concept:atdate	concept:dateliteral:n2008
concept:nonneginteger:one	concept:proxyfor	concept:room:south
concept:stateorprovince:delaware	concept:atlocation	concept:stateorprovince:ohio
concept:country:south_africa	concept:atdate	concept:food:pate
concept:governmentorganization:u_s__congress	concept:organizationheadquarteredincountry	concept:country:u_s_
concept:country:rwanda	concept:countrylocatedingeopoliticallocation	concept:country:countries
concept:country:brazil	concept:synonymfor	concept:politicalparty:republic
concept:island:manhattan	concept:citylocatedinstate	concept:stateorprovince:kansas
concept:governmentorganization:european_union	concept:atdate	concept:dateliteral:n2006
concept:county:manchester	concept:proxyfor	concept:coach:kentucky
concept:lake:new	concept:locationlocatedwithinlocation	concept:building:houses
concept:stateorprovince:minnesota	concept:organizationhiredperson	concept:coach:clem_haskins
concept:musicartist:town	concept:atdate	concept:dateliteral:n2002
concept:sportsgame:million_years	concept:atlocation	concept:hotel:north
concept:country:tanzania	concept:countrylocatedingeopoliticallocation	concept:country:us
concept:landscapefeatures:states	concept:locationlocatedwithinlocation	concept:geopoliticallocation:caribbean
concept:sportsteam:chicago_cubs	concept:agentparticipatedinevent	concept:convention:games
concept:stateorprovince:west_virginia	concept:stateorprovinceisborderedbystateorprovince	concept:stateorprovince:pennsylvania
concept:country:liberia	concept:countrylocatedingeopoliticallocation	concept:country:countries
concept:beverage:new	concept:atlocation	concept:visualizablething:sea
concept:personus:b_j__upton	concept:personbelongstoorganization	concept:city:tampa_bay
concept:eventoutcome:character	concept:proxyfor	concept:book:new
concept:lake:new	concept:locationlocatedwithinlocation	concept:building:flight
concept:airport:europe	concept:atdate	concept:year:n1998
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:lake:dublin
concept:lake:new	concept:locationlocatedwithinlocation	concept:geopoliticallocation:agencies
concept:governmentorganization:epa	concept:organizationacronymhasname	concept:governmentorganization:environmental_protection_agency
concept:city:nature	concept:atdate	concept:dateliteral:n2002
concept:beverage:new	concept:atlocation	concept:museum:life
concept:river:olentangy	concept:stateorprovinceisborderedbystateorprovince	concept:stateorprovince:podlaskie
concept:city:cairo	concept:citylocatedincountry	concept:country:egypt
concept:country:chile	concept:atdate	concept:dateliteral:n2006
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:stateorprovince:massachusetts
concept:emotion:land	concept:proxyfor	concept:book:new
concept:country:republic	concept:countryalsoknownas	concept:country:mauritania
concept:book:new	concept:mutualproxyfor	concept:personmexico:locales
concept:country:uk	concept:countrylocatedingeopoliticallocation	concept:geopoliticallocation:destinations
concept:personmexico:ryan_whitney	concept:personleadsorganization	concept:governmentorganization:commission
concept:lake:new	concept:locationlocatedwithinlocation	concept:geopoliticallocation:form
concept:county:detroit	concept:proxyfor	concept:geopoliticallocation:wayne
concept:blog:iowa	concept:locationlocatedwithinlocation	concept:disease:hemophilia
concept:country:egypt	concept:atdate	concept:dateliteral:n2008
concept:county:chicago	concept:proxyfor	concept:stateorprovince:home
concept:stateorprovince:british_columbia	concept:statelocatedincountry	concept:country:canada_canada
concept:river:willamette	concept:riveremptiesintoriver	concept:retailstore:supermarket
concept:nonneginteger:one	concept:atdate	concept:year:n1998
concept:physiologicalcondition:fatigue	concept:citylocatedincountry	concept:country:usa
concept:personmexico:ryan_whitney	concept:worksfor	concept:website:wkef
concept:governmentorganization:services	concept:organizationacronymhasname	concept:governmentorganization:clients
concept:book:new	concept:atlocation	concept:river:adventure
concept:country:kazakhstan	concept:locationlocatedwithinlocation	concept:country:countries
concept:geopoliticallocation:online	concept:atdate	concept:dateliteral:n2006
concept:person:republican	concept:agentcollaborateswithagent	concept:politicianus:dick_cheney
concept:lake:new	concept:locationlocatedwithinlocation	concept:skiarea:loser
concept:weatherphenomenon:cape	concept:subpartof	concept:book:years
concept:country:australia	concept:atdate	concept:dateliteral:n2010
concept:city:london_city	concept:citycapitalofcountry	concept:country:britain
concept:city:service	concept:organizationdissolvedatdate	concept:month:june
concept:island:operations	concept:proxyfor	concept:book:new
concept:stateorprovince:louisiana	concept:mutualproxyfor	concept:city:new_orleans
concept:stateorprovince:florida	concept:statelocatedingeopoliticallocation	concept:country:u_s_a
concept:country:sierra_leone	concept:agentbelongstoorganization	concept:sportsleague:mls
concept:stateorprovince:pennsylvania	concept:mutualproxyfor	concept:city:scranton
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:country:region
concept:coach:new	concept:subpartof	concept:sportsgame:more_days
concept:stateorprovince:connecticut	concept:statelocatedingeopoliticallocation	concept:country:usa
concept:stateorprovince:south_carolina	concept:istallerthan	concept:publication:people_
concept:city:home	concept:istallerthan	concept:city:parents
concept:currency:dollars	concept:atlocation	concept:lake:new
concept:country:republic	concept:countryalsoknownas	concept:country:scotland
concept:country:mexico	concept:atdate	concept:year:n1995
concept:stateorprovince:kansas	concept:stateorprovinceisborderedbystateorprovince	concept:stateorprovince:nebraska
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:country:somalia
concept:wallitem:beginning	concept:atdate	concept:dateliteral:n2006
concept:country:representative	concept:proxyfor	concept:book:new
concept:city:midland	concept:proxyfor	concept:stateorprovince:michigan
